Unnamed: 0,innode,outnode,etype,dataflow,id_x,line_out,id_y,line_in,graph_id
2724096,160,301.0,CFG,,247,97.0,248,97.0,36175
2724097,100,155.0,CFG,,264,103.0,262,103.0,36175
2724098,80,318.0,CFG,,265,103.0,261,103.0,36175
2724099,84,361.0,CFG,,273,104.0,269,104.0,36175
2724100,104,161.0,CFG,,272,104.0,270,104.0,36175
2724101,161,306.0,CFG,,271,104.0,272,104.0,36175
2724102,155,319.0,CFG,,263,103.0,264,103.0,36175
2724103,38,202.0,CFG,,274,104.0,268,104.0,36175
2724104,150,359.0,CFG,,277,105.0,276,105.0,36175
2724105,202,348.0,CFG,,275,104.0,274,104.0,36175
2724106,28,129.0,CFG,,266,103.0,260,103.0,36175
2724107,361,104.0,CFG,,270,104.0,273,104.0,36175
2724108,318,100.0,CFG,,262,103.0,265,103.0,36175
2724109,129,337.0,CFG,,267,103.0,266,103.0,36175
2724110,151,156.0,CFG,,377,139.0,376,139.0,36175
2724111,370,31.0,CFG,,286,111.0,292,111.0,36175
2724112,174,338.0,CFG,,310,118.0,308,118.0,36175
2724113,264,233.0,CFG,,337,130.0,338,130.0,36175
2724114,206,330.0,CFG,,382,139.0,383,139.0,36175
2724115,5,7.0,CFG,,318,122.0,317,122.0,36175
2724116,5,154.0,CFG,,325,124.0,317,122.0,36175
2724117,312,362.0,CFG,,357,133.0,356,133.0,36175
2724118,365,368.0,CFG,,299,114.0,298,114.0,36175
2724119,220,247.0,CFG,,348,132.0,349,132.0,36175
2724120,148,264.0,CFG,,338,130.0,336,130.0,36175
2724121,37,94.0,CFG,,344,131.0,340,131.0,36175
2724122,109,117.0,CFG,,289,111.0,288,111.0,36175
2724123,363,240.0,CFG,,314,119.0,315,119.0,36175
2724124,188,304.0,CFG,,361,134.0,362,134.0,36175
2724125,227,237.0,CFG,,354,133.0,355,133.0,36175
2724126,166,365.0,CFG,,298,114.0,296,114.0,36175
2724127,334,251.0,CFG,,373,136.0,374,136.0,36175
2724128,78,316.0,CFG,,350,132.0,346,132.0,36175
2724129,165,320.0,CFG,,366,134.0,364,134.0,36175
2724130,86,175.0,CFG,,313,119.0,311,119.0,36175
2724131,124,220.0,CFG,,349,132.0,347,132.0,36175
2724132,338,250.0,CFG,,309,118.0,310,118.0,36175
2724133,170,334.0,CFG,,374,136.0,372,136.0,36175
2724134,65,112.0,CFG,,307,118.0,305,118.0,36175
2724135,70,230.0,CFG,,339,130.0,335,130.0,36175
2724136,6,165.0,CFG,,364,134.0,351,133.0,36175
2724137,54,103.0,CFG,,321,122.0,319,122.0,36175
2724138,320,241.0,CFG,,365,134.0,366,134.0,36175
2724139,156,271.0,CFG,,379,139.0,377,139.0,36175
2724140,256,209.0,CFG,,290,111.0,291,111.0,36175
2724141,112,174.0,CFG,,308,118.0,307,118.0,36175
2724142,271,249.0,CFG,,378,139.0,379,139.0,36175
2724143,169,317.0,CFG,,343,131.0,341,131.0,36175
2724144,163,308.0,CFG,,303,115.0,301,115.0,36175
2724145,33,82.0,CFG,,333,129.0,332,129.0,36175
2724146,25,140.0,CFG,,380,139.0,375,139.0,36175
2724147,117,256.0,CFG,,291,111.0,289,111.0,36175
2724148,121,227.0,CFG,,355,133.0,353,133.0,36175
2724149,7,54.0,CFG,,319,122.0,318,122.0,36175
2724150,7,41.0,CFG,,322,123.0,318,122.0,36175
2724151,108,121.0,CFG,,353,133.0,352,133.0,36175
2724152,317,235.0,CFG,,342,131.0,343,131.0,36175
2724153,82,147.0,CFG,,334,129.0,333,129.0,36175
2724154,31,109.0,CFG,,288,111.0,286,111.0,36175
2724155,10,170.0,CFG,,372,136.0,367,136.0,36175
2724156,21,33.0,CFG,,332,129.0,330,129.0,36175
2724157,262,246.0,CFG,,370,136.0,371,136.0,36175
2724158,13,370.0,CFG,,292,111.0,294,112.0,36175
2724159,153,262.0,CFG,,371,136.0,369,136.0,36175
2724160,175,363.0,CFG,,315,119.0,313,119.0,36175
2724161,303,125.0,CFG,,360,134.0,363,134.0,36175
2724162,94,254.0,CFG,,345,131.0,344,131.0,36175
2724163,154,313.0,CFG,,327,124.0,325,124.0,36175
2724164,225,5.0,CFG,,317,122.0,329,125.0,36175
2724165,41,72.0,CFG,,324,123.0,322,123.0,36175
2724166,323,336.0,CFG,,397,145.0,396,145.0,36175
2724167,277,357.0,CFG,,408,149.0,407,149.0,36175
2724168,106,110.0,CFG,,404,149.0,403,149.0,36175
2724169,98,107.0,CFG,,393,145.0,392,145.0,36175
2724170,110,168.0,CFG,,406,149.0,404,149.0,36175
2724171,17,248.0,CFG,,409,149.0,402,149.0,36175
2724172,171,325.0,CFG,,394,145.0,395,145.0,36175
2724173,107,171.0,CFG,,395,145.0,393,145.0,36175
2724174,168,281.0,CFG,,405,149.0,406,149.0,36175
2724175,8,258.0,CFG,,399,146.0,391,145.0,36175
2944802,42,40.0,CFG,,5,1.0,65,,39222
2944803,32,36.0,CFG,,19,9.0,20,9.0,39222
2944804,31,6.0,CFG,,39,32.0,44,37.0,39222
2944805,34,11.0,CFG,,11,3.0,15,4.0,39222
2944806,45,21.0,CFG,,49,39.0,50,39.0,39222
2944807,29,8.0,CFG,,55,45.0,60,49.0,39222
2944808,50,24.0,CFG,,45,37.0,46,37.0,39222
2944809,17,38.0,CFG,,36,28.0,37,28.0,39222
2944810,52,16.0,CFG,,21,9.0,22,9.0,39222
2944811,35,11.0,CFG,,11,3.0,17,7.0,39222
2944812,35,34.0,CFG,,15,4.0,17,7.0,39222
2944813,27,10.0,CFG,,51,43.0,56,45.0,39222
2944814,18,39.0,CFG,,32,27.0,33,27.0,39222
2944815,48,17.0,CFG,,37,28.0,38,28.0,39222
2944816,24,31.0,CFG,,44,37.0,45,37.0,39222
2944817,44,25.0,CFG,,53,43.0,54,43.0,39222
2944818,26,2.0,CFG,,35,28.0,40,32.0,39222
2944819,36,15.0,CFG,,16,7.0,19,9.0,39222
2944820,23,27.0,CFG,,56,45.0,57,45.0,39222
2944821,53,23.0,CFG,,57,45.0,58,45.0,39222
2944822,38,3.0,CFG,,31,27.0,36,28.0,39222
2944823,37,0.0,CFG,,18,9.0,24,19.0,39222
2944824,51,19.0,CFG,,25,19.0,26,19.0,39222
2944825,39,5.0,CFG,,27,25.0,32,27.0,39222
2944826,47,18.0,CFG,,33,27.0,34,27.0,39222
2944827,41,13.0,CFG,,12,3.0,13,3.0,39222
2944828,21,28.0,CFG,,48,39.0,49,39.0,39222
2944829,19,37.0,CFG,,24,19.0,25,19.0,39222
2944830,22,26.0,CFG,,40,32.0,41,32.0,39222
2944831,33,4.0,CFG,,23,19.0,28,25.0,39222
2944832,16,32.0,CFG,,20,9.0,21,9.0,39222
2944833,20,33.0,CFG,,28,25.0,29,25.0,39222
2944834,54,12.0,CFG,,61,49.0,62,49.0,39222
2944835,30,7.0,CFG,,47,39.0,52,43.0,39222
2944836,25,30.0,CFG,,52,43.0,53,43.0,39222
2944837,49,22.0,CFG,,41,32.0,42,32.0,39222
2944838,28,9.0,CFG,,43,37.0,48,39.0,39222
2944839,12,29.0,CFG,,60,49.0,61,49.0,39222
2944840,13,14.0,CFG,,7,1.0,12,3.0,39222
2944841,46,20.0,CFG,,29,25.0,30,25.0,39222
2944842,43,1.0,CFG,,59,49.0,63,1.0,39222
2944843,15,35.0,CFG,,17,7.0,16,7.0,39222
2944844,0,52.0,CFG,,22,9.0,18,9.0,39222
2944845,4,51.0,CFG,,26,19.0,23,19.0,39222
2944846,5,46.0,CFG,,30,25.0,27,25.0,39222
2944847,3,47.0,CFG,,34,27.0,31,27.0,39222
2944848,2,48.0,CFG,,38,28.0,35,28.0,39222
2944849,6,49.0,CFG,,42,32.0,39,32.0,39222
2944850,9,50.0,CFG,,46,37.0,43,37.0,39222
2944851,7,45.0,CFG,,50,39.0,47,39.0,39222
2944852,10,44.0,CFG,,54,43.0,51,43.0,39222
2944853,8,53.0,CFG,,58,45.0,55,45.0,39222
2944854,1,54.0,CFG,,62,49.0,59,49.0,39222
2944855,11,41.0,CFG,,13,3.0,11,3.0,39222
3115481,589,328.0,CFG,,5,1.0,854,,41370
3115482,123,78.0,CFG,,73,31.0,74,31.0,41370
3115483,352,585.0,CFG,,694,224.0,696,224.0,41370
3115484,166,401.0,CFG,,777,256.0,778,256.0,41370
3115485,287,267.0,CFG,,316,107.0,319,108.0,41370
3115486,567,325.0,CFG,,144,58.0,148,59.0,41370
3115487,671,521.0,CFG,,638,208.0,641,208.0,41370
3115488,387,620.0,CFG,,629,207.0,631,207.0,41370
3115489,681,101.0,CFG,,96,42.0,102,43.0,41370
3115490,574,699.0,CFG,,33,16.0,35,16.0,41370
3115491,275,116.0,CFG,,145,59.0,152,60.0,41370
3115492,522,218.0,CFG,,413,145.0,419,146.0,41370
3115493,394,153.0,CFG,,309,106.0,312,106.0,41370
3115494,382,637.0,CFG,,605,200.0,607,200.0,41370
3115495,712,40.0,CFG,,153,61.0,158,62.0,41370
3115496,511,245.0,CFG,,54,24.0,56,24.0,41370
3115497,708,173.0,CFG,,192,75.0,194,76.0,41370
3115498,670,180.0,CFG,,219,83.0,227,85.0,41370
3115499,582,80.0,CFG,,160,63.0,166,64.0,41370
3115500,586,685.0,CFG,,88,37.0,90,37.0,41370
3115501,615,568.0,CFG,,563,187.0,566,187.0,41370
3115502,572,23.0,CFG,,208,80.0,212,81.0,41370
3115503,602,249.0,CFG,,483,168.0,491,169.0,41370
3115504,547,450.0,CFG,,536,182.0,540,182.0,41370
3115505,571,7.0,CFG,,230,86.0,246,87.0,41370
3115506,605,698.0,CFG,,125,49.0,127,49.0,41370
3115507,684,18.0,CFG,,754,247.0,763,250.0,41370
3115508,442,644.0,CFG,,436,151.0,438,151.0,41370
3115509,453,629.0,CFG,,280,99.0,282,99.0,41370
3115510,634,27.0,CFG,,609,201.0,622,203.0,41370
3115511,160,114.0,CFG,,326,115.0,327,115.0,41370
3115512,629,14.0,CFG,,271,97.0,280,99.0,41370
3115513,556,630.0,CFG,,593,197.0,595,197.0,41370
3115514,131,85.0,CFG,,260,92.0,261,92.0,41370
3115515,584,97.0,CFG,,165,64.0,168,65.0,41370
3115516,86,518.0,CFG,,720,232.0,722,233.0,41370
3115517,525,536.0,CFG,,385,132.0,388,132.0,41370
3115518,632,634.0,CFG,,622,203.0,623,203.0,41370
3115519,246,149.0,CFG,,527,180.0,528,180.0,41370
3115520,133,189.0,CFG,,796,262.0,800,266.0,41370
3115521,211,142.0,CFG,,262,93.0,263,93.0,41370
3115522,495,491.0,CFG,,429,149.0,432,149.0,41370
3115523,699,155.0,CFG,,31,15.0,33,16.0,41370
3115524,555,260.0,CFG,,435,151.0,442,152.0,41370
3115525,173,107.0,CFG,,191,75.0,192,75.0,41370
3115526,496,517.0,CFG,,353,123.0,356,123.0,41370
3115527,262,197.0,CFG,,409,143.0,412,143.0,41370
3115528,667,9.0,CFG,,513,175.0,524,177.0,41370
3115529,577,179.0,CFG,,231,86.0,237,86.0,41370
3115530,692,168.0,CFG,,849,283.0,851,284.0,41370
3115531,433,654.0,CFG,,469,165.0,471,165.0,41370
3115532,656,6.0,CFG,,473,166.0,484,168.0,41370
3115533,557,12.0,CFG,,253,89.0,257,90.0,41370
3115534,709,181.0,CFG,,182,72.0,186,73.0,41370
3115535,136,63.0,CFG,,779,257.0,786,258.0,41370
3115536,665,484.0,CFG,,418,146.0,423,148.0,41370
3115537,644,30.0,CFG,,427,149.0,436,151.0,41370
3115538,625,228.0,CFG,,628,207.0,636,208.0,41370
3115539,208,139.0,CFG,,625,206.0,626,206.0,41370
3115540,666,440.0,CFG,,342,120.0,347,122.0,41370
3115541,204,145.0,CFG,,576,193.0,577,193.0,41370
3115542,562,261.0,CFG,,579,194.0,587,195.0,41370
3115543,485,184.0,CFG,,146,59.0,151,59.0,41370
3115544,578,126.0,CFG,,167,65.0,172,66.0,41370
3115545,638,188.0,CFG,,244,87.0,251,88.0,41370
3115546,598,690.0,CFG,,76,32.0,78,32.0,41370
3115547,490,593.0,CFG,,372,128.0,373,128.0,41370
3115548,668,667.0,CFG,,524,177.0,525,177.0,41370
3115549,87,60.0,CFG,,44,20.0,45,20.0,41370
3115550,663,28.0,CFG,,351,123.0,360,125.0,41370
3115551,110,141.0,CFG,,184,73.0,189,73.0,41370
3115552,500,566.0,CFG,,14,4.0,16,4.0,41370
3115553,492,334.0,CFG,,684,222.0,686,222.0,41370
3115554,569,718.0,CFG,,154,61.0,156,61.0,41370
3115555,669,26.0,CFG,,330,117.0,338,119.0,41370
3115556,716,29.0,CFG,,691,224.0,698,225.0,41370
3115557,592,15.0,CFG,,174,68.0,178,69.0,41370
3115558,676,35.0,CFG,,32,16.0,39,17.0,41370
3115559,426,645.0,CFG,,414,145.0,416,145.0,41370
3115560,224,579.0,CFG,,132,51.0,133,51.0,41370
3115561,550,538.0,CFG,,407,143.0,411,143.0,41370
3115562,463,623.0,CFG,,548,184.0,550,184.0,41370
3115563,674,8.0,CFG,,61,26.0,68,27.0,41370
3115564,369,146.0,CFG,,816,270.0,824,271.0,41370
3115565,375,694.0,CFG,,832,273.0,834,273.0,41370
3115566,508,474.0,CFG,,474,166.0,478,166.0,41370
3115567,124,79.0,CFG,,674,219.0,675,219.0,41370
3115568,619,617.0,CFG,,569,188.0,573,190.0,41370
3115569,499,88.0,CFG,,308,106.0,315,107.0,41370
3115570,418,631.0,CFG,,267,96.0,269,96.0,41370
3115571,539,76.0,CFG,,117,47.0,122,48.0,41370
3115572,639,548.0,CFG,,610,201.0,613,201.0,41370
3115573,664,662.0,CFG,,505,172.0,509,174.0,41370
3115574,677,676.0,CFG,,39,17.0,40,17.0,41370
3115575,675,1.0,CFG,,713,232.0,726,235.0,41370
3115576,285,499.0,CFG,,315,107.0,317,107.0,41370
3115577,685,127.0,CFG,,86,36.0,88,37.0,41370
3115578,652,653.0,CFG,,392,134.0,393,134.0,41370
3115579,381,643.0,CFG,,379,131.0,381,131.0,41370
3115580,127,77.0,CFG,,85,36.0,86,36.0,41370
3115581,505,198.0,CFG,,199,77.0,203,77.0,41370
3115582,702,165.0,CFG,,650,211.0,659,213.0,41370
3115583,270,511.0,CFG,,56,24.0,58,24.0,41370
3115584,624,622.0,CFG,,323,111.0,324,111.0,41370
3115585,645,25.0,CFG,,406,143.0,414,145.0,41370
3115586,510,507.0,CFG,,331,117.0,335,117.0,41370
3115587,516,220.0,CFG,,346,122.0,352,123.0,41370
3115588,196,130.0,CFG,,743,241.0,744,241.0,41370
3115589,403,684.0,CFG,,763,250.0,765,250.0,41370
3115590,409,666.0,CFG,,347,122.0,349,122.0,41370
3115591,637,635.0,CFG,,601,198.0,605,200.0,41370
3115592,590,256.0,CFG,,645,210.0,653,211.0,41370
3115593,472,84.0,CFG,,788,259.0,793,259.0,41370
3115594,651,222.0,CFG,,395,136.0,398,137.0,41370
3115595,623,31.0,CFG,,535,182.0,548,184.0,41370
3115596,435,656.0,CFG,,484,168.0,486,168.0,41370
3115597,536,526.0,CFG,,384,132.0,385,132.0,41370
3115598,588,598.0,CFG,,78,32.0,79,32.0,41370
3115599,406,672.0,CFG,,750,246.0,752,246.0,41370
3115600,266,601.0,CFG,,64,26.0,65,26.0,41370
3115601,140,16.0,CFG,,804,268.0,815,269.0,41370
3115602,659,100.0,CFG,,364,126.0,370,128.0,41370
3115603,354,492.0,CFG,,686,222.0,688,222.0,41370
3115604,711,696.0,CFG,,845,276.0,846,276.0,41370
3115605,431,657.0,CFG,,531,181.0,533,181.0,41370
3115606,339,234.0,CFG,,749,246.0,756,247.0,41370
3115607,531,59.0,CFG,,394,135.0,396,136.0,41370
3115608,641,489.0,CFG,,514,175.0,517,175.0,41370
3115609,350,693.0,CFG,,826,271.0,829,271.0,41370
3115610,696,19.0,CFG,,836,274.0,845,276.0,41370
3115611,565,191.0,CFG,,805,268.0,811,268.0,41370
3115612,575,574.0,CFG,,35,16.0,36,16.0,41370
3115613,710,124.0,CFG,,675,219.0,679,221.0,41370
3115614,646,99.0,CFG,,440,152.0,446,154.0,41370
3115615,688,22.0,CFG,,75,32.0,81,33.0,41370
3115616,517,516.0,CFG,,352,123.0,353,123.0,41370
3115617,628,619.0,CFG,,573,190.0,574,190.0,41370
3115618,622,69.0,CFG,,300,104.0,323,111.0,41370
3115619,622,10.0,CFG,,314,107.0,323,111.0,41370
3115620,630,161.0,CFG,,584,195.0,593,197.0,41370
3115621,325,697.0,CFG,,129,50.0,144,58.0,41370
3115622,561,240.0,CFG,,226,85.0,233,86.0,41370
3115623,518,82.0,CFG,,714,232.0,720,232.0,41370
3115624,237,147.0,CFG,,465,164.0,466,164.0,41370
3115625,606,529.0,CFG,,118,47.0,120,47.0,41370
3115626,419,710.0,CFG,,679,221.0,681,221.0,41370
3115627,649,648.0,CFG,,455,157.0,456,157.0,41370
3115628,717,74.0,CFG,,20,5.0,23,6.0,41370
3115629,679,64.0,CFG,,730,236.0,740,238.0,41370
3115630,648,647.0,CFG,,451,155.0,455,157.0,41370
3115631,698,539.0,CFG,,122,48.0,125,49.0,41370
3115632,647,33.0,CFG,,445,154.0,451,155.0,41370
3115633,361,332.0,CFG,,838,274.0,841,274.0,41370
3115634,501,570.0,CFG,,448,154.0,449,154.0,41370
3115635,401,129.0,CFG,,775,255.0,777,256.0,41370
3115636,607,712.0,CFG,,158,62.0,163,63.0,41370
3115637,587,264.0,CFG,,359,125.0,366,126.0,41370
3115638,563,257.0,CFG,,547,184.0,555,185.0,41370
3115639,164,396.0,CFG,,802,267.0,803,267.0,41370
3115640,364,140.0,CFG,,815,269.0,818,270.0,41370
3115641,462,0.0,CFG,,288,102.0,301,104.0,41370
3115642,626,577.0,CFG,,237,86.0,240,86.0,41370
3115643,400,193.0,CFG,,782,257.0,785,257.0,41370
3115644,655,238.0,CFG,,468,165.0,476,166.0,41370
3115645,618,374.0,CFG,,611,201.0,617,201.0,41370
3115646,120,508.0,CFG,,478,166.0,480,166.0,41370
3115647,631,211.0,CFG,,263,93.0,267,96.0,41370
3115648,395,81.0,CFG,,809,268.0,814,268.0,41370
3115649,373,243.0,CFG,,762,250.0,768,251.0,41370
3115650,509,331.0,CFG,,755,247.0,757,247.0,41370
3115651,713,716.0,CFG,,698,225.0,702,227.0,41370
3115652,564,215.0,CFG,,214,82.0,221,83.0,41370
3115653,265,190.0,CFG,,333,117.0,336,117.0,41370
3115654,673,144.0,CFG,,706,230.0,709,231.0,41370
3115655,683,87.0,CFG,,45,20.0,49,23.0,41370
3115656,279,230.0,CFG,,266,96.0,273,97.0,41370
3115657,143,94.0,CFG,,92,39.0,93,39.0,41370
3115658,532,224.0,CFG,,133,51.0,136,52.0,41370
3115659,568,621.0,CFG,,561,187.0,563,187.0,41370
3115660,291,194.0,CFG,,293,103.0,297,103.0,41370
3115661,429,670.0,CFG,,227,85.0,229,85.0,41370
3115662,356,207.0,CFG,,678,221.0,685,222.0,41370
3115663,397,717.0,CFG,,23,6.0,25,6.0,41370
3115664,494,252.0,CFG,,272,97.0,274,97.0,41370
3115665,701,67.0,CFG,,209,81.0,215,82.0,41370
3115666,686,192.0,CFG,,767,251.0,773,254.0,41370
3115667,489,244.0,CFG,,508,174.0,514,175.0,41370
3115668,528,5.0,CFG,,131,51.0,139,53.0,41370
3115669,512,226.0,CFG,,337,119.0,343,120.0,41370
3115670,579,697.0,CFG,,129,50.0,132,51.0,41370
3115671,617,44.0,CFG,,560,187.0,569,188.0,41370
3115672,466,241.0,CFG,,22,6.0,28,14.0,41370
3115673,155,103.0,CFG,,30,15.0,31,15.0,41370
3115674,412,673.0,CFG,,709,231.0,711,231.0,41370
3115675,121,469.0,CFG,,515,175.0,520,175.0,41370
3115676,594,232.0,CFG,,101,43.0,108,44.0,41370
3115677,705,242.0,CFG,,193,76.0,201,77.0,41370
3115678,707,706.0,CFG,,671,216.0,672,216.0,41370
3115679,593,659.0,CFG,,370,128.0,372,128.0,41370
3115680,608,223.0,CFG,,708,231.0,717,232.0,41370
3115681,430,665.0,CFG,,423,148.0,425,148.0,41370
3115682,385,678.0,CFG,,114,46.0,116,46.0,41370
3115683,715,17.0,CFG,,683,222.0,692,224.0,41370
3115684,436,663.0,CFG,,360,125.0,362,125.0,41370
3115685,580,660.0,CFG,,497,171.0,499,171.0,41370
3115686,566,3.0,CFG,,7,1.0,14,4.0,41370
3115687,604,263.0,CFG,,279,99.0,285,100.0,41370
3115688,620,208.0,CFG,,626,206.0,629,207.0,41370
3115689,714,713.0,CFG,,702,227.0,703,227.0,41370
3115690,643,658.0,CFG,,375,129.0,379,131.0,41370
3115691,640,547.0,CFG,,540,182.0,543,182.0,41370
3115692,691,195.0,CFG,,817,270.0,820,270.0,41370
3115693,420,616.0,CFG,,305,105.0,307,105.0,41370
3115694,573,136.0,CFG,,786,258.0,790,259.0,41370
3115695,272,73.0,CFG,,292,102.0,294,103.0,41370
3115696,113,505.0,CFG,,203,77.0,205,78.0,41370
3115697,407,669.0,CFG,,338,119.0,340,119.0,41370
3115698,129,475.0,CFG,,772,254.0,775,255.0,41370
3115699,521,386.0,CFG,,634,208.0,638,208.0,41370
3115700,520,233.0,CFG,,422,148.0,428,149.0,41370
3115701,497,61.0,CFG,,457,158.0,459,159.0,41370
3115702,690,123.0,CFG,,74,31.0,76,32.0,41370
3115703,443,682.0,CFG,,646,210.0,648,210.0,41370
3115704,704,39.0,CFG,,658,213.0,667,214.0,41370
3115705,678,177.0,CFG,,106,44.0,114,46.0,41370
3115706,693,209.0,CFG,,822,271.0,826,271.0,41370
3115707,653,41.0,CFG,,383,132.0,392,134.0,41370
3115708,697,92.0,CFG,,124,49.0,129,50.0,41370
3115709,389,701.0,CFG,,215,82.0,217,82.0,41370
3115710,657,246.0,CFG,,528,180.0,531,181.0,41370
3115711,661,580.0,CFG,,499,171.0,502,171.0,41370
3115712,181,122.0,CFG,,181,72.0,182,72.0,41370
3115713,372,480.0,CFG,,780,257.0,783,257.0,41370
3115714,491,520.0,CFG,,428,149.0,429,149.0,41370
3115715,527,248.0,CFG,,831,273.0,837,274.0,41370
3115716,660,172.0,CFG,,488,169.0,497,171.0,41370
3115717,595,702.0,CFG,,659,213.0,661,213.0,41370
3115718,689,686.0,CFG,,773,254.0,774,254.0,41370
3115719,410,675.0,CFG,,726,235.0,728,235.0,41370
3115720,636,638.0,CFG,,251,88.0,252,88.0,41370
3115721,404,105.0,CFG,,284,100.0,289,102.0,41370
3115722,654,237.0,CFG,,466,164.0,469,165.0,41370
3115723,189,132.0,CFG,,795,262.0,796,262.0,41370
3115724,687,11.0,CFG,,53,24.0,62,26.0,41370
3115725,424,664.0,CFG,,509,174.0,511,174.0,41370
3115726,706,704.0,CFG,,667,214.0,671,216.0,41370
3115727,591,143.0,CFG,,93,39.0,99,42.0,41370
3115728,342,527.0,CFG,,837,274.0,839,274.0,41370
3115729,703,595.0,CFG,,661,213.0,664,213.0,41370
3115730,73,559.0,CFG,,291,102.0,292,102.0,41370
3115731,268,247.0,CFG,,48,23.0,55,24.0,41370
3115732,476,627.0,CFG,,580,194.0,582,194.0,41370
3115733,633,556.0,CFG,,595,197.0,598,197.0,41370
3115734,680,679.0,CFG,,740,238.0,741,238.0,41370
3115735,538,170.0,CFG,,403,141.0,407,143.0,41370
3115736,529,229.0,CFG,,113,46.0,118,47.0,41370
3115737,650,236.0,CFG,,458,159.0,461,160.0,41370
3115738,672,196.0,CFG,,744,241.0,750,246.0,41370
3115739,526,231.0,CFG,,378,131.0,384,132.0,41370
3115740,319,239.0,CFG,,304,105.0,310,106.0,41370
3115741,694,20.0,CFG,,821,271.0,832,273.0,41370
3115742,405,683.0,CFG,,49,23.0,51,23.0,41370
3115743,635,38.0,CFG,,592,197.0,601,198.0,41370
3115744,432,708.0,CFG,,194,76.0,196,76.0,41370
3115745,480,91.0,CFG,,776,256.0,780,257.0,41370
3115746,601,687.0,CFG,,62,26.0,64,26.0,41370
3115747,658,32.0,CFG,,369,128.0,375,129.0,41370
3115748,507,160.0,CFG,,327,115.0,331,117.0,41370
3115749,367,96.0,CFG,,801,267.0,806,268.0,41370
3115750,170,109.0,CFG,,402,141.0,403,141.0,41370
3115751,621,157.0,CFG,,552,185.0,561,187.0,41370
3115752,718,275.0,CFG,,152,60.0,154,61.0,41370
3115753,396,133.0,CFG,,800,266.0,802,267.0,41370
3115754,548,225.0,CFG,,604,200.0,610,201.0,41370
3115755,662,43.0,CFG,,496,171.0,505,172.0,41370
3115756,347,509.0,CFG,,757,247.0,759,247.0,41370
3115757,144,93.0,CFG,,705,230.0,706,230.0,41370
3115758,627,204.0,CFG,,577,193.0,580,194.0,41370
3115759,570,646.0,CFG,,446,154.0,448,154.0,41370
3115760,559,404.0,CFG,,289,102.0,291,102.0,41370
3115761,311,494.0,CFG,,274,97.0,276,97.0,41370
3115762,585,715.0,CFG,,692,224.0,694,224.0,41370
3115763,695,674.0,CFG,,68,27.0,69,27.0,41370
3115764,682,21.0,CFG,,633,208.0,646,210.0,41370
3115765,616,69.0,CFG,,300,104.0,305,105.0,41370
3115766,642,235.0,CFG,,530,181.0,538,182.0,41370
3115767,392,681.0,CFG,,102,43.0,104,43.0,41370
3115768,603,216.0,CFG,,725,235.0,733,236.0,41370
3115769,134,462.0,CFG,,301,104.0,302,104.0,41370
3115770,543,271.0,CFG,,850,284.0,852,1.0,41370
3115771,83,138.0,CFG,,15,4.0,13,4.0,41370
3115772,700,83.0,CFG,,13,4.0,19,5.0,41370
3115773,74,700.0,CFG,,19,5.0,20,5.0,41370
3115774,241,368.0,CFG,,24,6.0,22,6.0,41370
3115775,168,292.0,CFG,,42,18.0,849,283.0,41370
3115776,168,402.0,CFG,,43,19.0,849,283.0,41370
3115777,168,296.0,CFG,,60,25.0,849,283.0,41370
3115778,168,314.0,CFG,,71,28.0,849,283.0,41370
3115779,168,411.0,CFG,,72,29.0,849,283.0,41370
3115780,168,304.0,CFG,,83,34.0,849,283.0,41370
3115781,168,390.0,CFG,,84,35.0,849,283.0,41370
3115782,168,417.0,CFG,,91,38.0,849,283.0,41370
3115783,168,427.0,CFG,,180,70.0,849,283.0,41370
3115784,168,283.0,CFG,,207,79.0,849,283.0,41370
3115785,168,384.0,CFG,,259,91.0,849,283.0,41370
3115786,168,307.0,CFG,,278,98.0,849,283.0,41370
3115787,168,281.0,CFG,,321,109.0,849,283.0,41370
3115788,168,399.0,CFG,,325,113.0,849,283.0,41370
3115789,168,300.0,CFG,,345,121.0,849,283.0,41370
3115790,168,322.0,CFG,,400,138.0,849,283.0,41370
3115791,168,380.0,CFG,,401,139.0,849,283.0,41370
3115792,168,274.0,CFG,,421,147.0,849,283.0,41370
3115793,168,282.0,CFG,,463,161.0,849,283.0,41370
3115794,168,425.0,CFG,,464,162.0,849,283.0,41370
3115795,168,286.0,CFG,,482,167.0,849,283.0,41370
3115796,168,293.0,CFG,,495,170.0,849,283.0,41370
3115797,168,289.0,CFG,,507,173.0,849,283.0,41370
3115798,168,276.0,CFG,,522,176.0,849,283.0,41370
3115799,168,428.0,CFG,,526,178.0,849,283.0,41370
3115800,168,273.0,CFG,,546,183.0,849,283.0,41370
3115801,168,297.0,CFG,,559,186.0,849,283.0,41370
3115802,168,327.0,CFG,,571,189.0,849,283.0,41370
3115803,168,376.0,CFG,,575,191.0,849,283.0,41370
3115804,168,318.0,CFG,,591,196.0,849,283.0,41370
3115805,168,298.0,CFG,,603,199.0,849,283.0,41370
3115806,168,302.0,CFG,,620,202.0,849,283.0,41370
3115807,168,379.0,CFG,,624,204.0,849,283.0,41370
3115808,168,303.0,CFG,,644,209.0,849,283.0,41370
3115809,168,308.0,CFG,,657,212.0,849,283.0,41370
3115810,168,310.0,CFG,,669,215.0,849,283.0,41370
3115811,168,391.0,CFG,,673,217.0,849,283.0,41370
